p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,diff
9.805872812059166e-103,1.3833298645211474,0.84,0.476,2.4531352013928416e-98,0,Ccn1,0.364
2.4592324094212237e-100,1.392436966144083,0.627,0.22,6.152261718649075e-96,0,Dock4,0.40700000000000003
6.335135149814809e-100,0.9600940452803531,0.959,0.685,1.5848607604291706e-95,0,Zfp36l1,0.2739999999999999
6.368845421383785e-100,1.250513324038149,0.658,0.229,1.5932940590675817e-95,0,Olfml3,0.42900000000000005
2.6973373056647943e-98,1.5140370793786344,0.539,0.162,6.747928737581616e-94,0,Lpgat1,0.377
1.4797440251153207e-97,1.3710921726285175,0.608,0.211,3.701875627630998e-93,0,Specc1l,0.397
5.021963612721526e-97,1.3875354776398812,0.561,0.173,1.2563446369945442e-92,0,Twsg1,0.38800000000000007
9.176778740203386e-97,1.373487169314401,0.585,0.187,2.295754737436681e-92,0,Fxyd1,0.39799999999999996
1.8871062298837185e-96,1.0772724375548246,0.857,0.465,4.720973655300098e-92,0,Prex2,0.39199999999999996
1.5798789591907783e-93,0.7674219859772945,0.986,0.783,3.95238319220757e-89,0,Nfib,0.20299999999999996
1.731801252750475e-90,1.2947970450199953,0.571,0.186,4.332447194005864e-86,0,Ptgis,0.38499999999999995
1.529296376862496e-87,0.8907954146446628,0.996,0.825,3.825840745996906e-83,0,Cst3,0.17100000000000004
7.961133299019823e-87,0.9105039069355829,0.899,0.541,1.991636717415789e-82,0,Csrp1,0.358
4.0443170979456367e-85,1.2047658679619855,0.665,0.275,1.01176680839306e-80,0,Lrp1,0.39
1.1803045488555202e-84,0.9942716368366127,0.882,0.527,2.952767889871855e-80,0,Cd81,0.355
4.167118299003351e-84,1.0804865685187057,0.738,0.339,1.0424879848616684e-79,0,Rarres2,0.39899999999999997
3.917117146736293e-83,0.7916722897365562,0.961,0.716,9.799451965990184e-79,0,Zbtb20,0.245
4.582057243652808e-82,0.8765355345162755,0.935,0.6,1.1462932606446229e-77,0,Gstm1,0.3350000000000001
5.627310570903718e-82,0.9262183599432973,0.931,0.556,1.4077842855229832e-77,0,Plac9a,0.375
3.414746203517122e-80,0.8119205505627134,0.672,0.277,8.542670577338784e-76,0,Zyx,0.395
5.1455313398674e-79,1.0273263136897155,0.781,0.377,1.2872575752946275e-74,0,Ppp1r14a,0.404
6.316862720878679e-79,0.7723541952351347,0.968,0.667,1.5802895468822192e-74,0,Aldh2,0.30099999999999993
1.9590486256607296e-77,1.091836673225588,0.688,0.308,4.9009519468154473e-73,0,Nr2f2,0.37999999999999995
4.762418739267179e-77,0.9323088931459754,0.927,0.702,1.1914142960024702e-72,0,Btg2,0.2250000000000001
8.673186310760237e-77,1.142001816327083,0.508,0.166,2.1697710193628884e-72,0,Trf,0.34199999999999997
1.1289281753586225e-75,1.3002261858975226,0.53,0.19,2.824239616294666e-71,0,Angpt1,0.34
1.1721205798122678e-73,0.9365773969481301,0.823,0.498,2.9322940545163504e-69,0,Tacc1,0.32499999999999996
5.777010195104928e-73,0.8613675771995555,0.937,0.776,1.4452346405093999e-68,0,Egr1,0.16100000000000003
1.0172610944786655e-72,0.8503971960547355,0.599,0.229,2.5448820800572777e-68,0,Serpine2,0.37
7.381888267452953e-71,0.8013954649168835,0.952,0.761,1.8467269878687053e-66,0,Dusp1,0.19099999999999995
5.930681191316755e-70,0.6131981537534981,1,0.947,1.4836785136317125e-65,0,Fth1,0.05300000000000005
1.868183360966339e-69,0.7758747457436427,0.629,0.248,4.6736343141294905e-65,0,Col6a1,0.381
1.8728069369424643e-69,0.6564294965609277,0.624,0.243,4.685201114148963e-65,0,Col6a3,0.381
2.842507942857211e-69,1.0132568684657492,0.574,0.214,7.111102120645884e-65,0,Pcolce,0.36
2.4942399110591306e-67,0.7626761237501428,0.73,0.36,6.239839985496627e-63,0,Eln,0.37
3.211151673413246e-67,0.8364895831386727,0.949,0.709,8.033338141377917e-63,0,Cebpd,0.24
4.4775386179051226e-63,0.9806821606265355,0.664,0.336,1.1201458360413244e-58,0,Sh3bp5,0.328
1.8046447580696685e-60,0.7847516842992946,0.813,0.485,4.514679791262889e-56,0,Ctsl,0.32799999999999996
2.288806947278035e-60,1.1935831092812679,0.516,0.207,5.72590834000546e-56,0,Nbl1,0.30900000000000005
5.119999288408153e-60,0.7274974810680623,0.963,0.835,1.2808702219810675e-55,0,Fos,0.128
9.394316059329278e-60,0.8836641784564351,0.582,0.243,2.3501760485624055e-55,0,Nupr1,0.33899999999999997
1.1486739963396422e-58,0.9803386454477877,0.622,0.308,2.873637736642883e-54,0,Ncald,0.314
1.895159963674154e-58,0.6861683653862498,0.92,0.647,4.7411216811236315e-54,0,Tmem176b,0.273
2.996801688778163e-58,0.7762379981642616,0.868,0.528,7.49709878481633e-54,0,Septin4,0.33999999999999997
9.836267712646904e-58,0.9784641708345057,0.606,0.284,2.460739093672876e-53,0,Tgfbr2,0.322
1.573036167875279e-57,0.5968552998767547,0.989,0.883,3.9352645811735854e-53,0,Jun,0.10599999999999998
2.588481069424378e-55,1.00423049958073,0.54,0.236,6.475603091378966e-51,0,Gstm2,0.30400000000000005
8.081127135391658e-55,0.7081488820041375,0.861,0.545,2.021655575460931e-50,0,Heg1,0.31599999999999995
9.084393218466317e-53,0.6787989384240282,0.907,0.647,2.2726426514637185e-48,0,Ahnak,0.26
1.4514326431477722e-52,0.7220786133475539,0.79,0.488,3.631049043362782e-48,0,Nfix,0.30200000000000005
4.58532231104847e-52,0.5566612362429595,0.633,0.295,1.1471100825549958e-47,0,Pmepa1,0.338
1.7025248748552864e-51,0.5908887062736949,0.945,0.688,4.25920647942547e-47,0,Nedd4,0.257
9.965918778128245e-50,0.8386685771464741,0.653,0.322,2.4931739007243432e-45,0,Cebpb,0.331
8.961460360165336e-49,0.610376078076504,0.913,0.595,2.2418885383025621e-44,0,Timp2,0.31800000000000006
1.0949520813702229e-48,0.8157519278157117,0.53,0.243,2.7392416219638864e-44,0,Cxcl14,0.28700000000000003
5.3823734514790245e-48,0.9001608456406501,0.501,0.217,1.3465083663565075e-43,0,Ltbp1,0.28400000000000003
3.773206073217942e-46,0.6019388272888381,0.914,0.668,9.439429633369325e-42,0,Tmem176a,0.246
1.1988136992723444e-45,0.9045989288067268,0.513,0.239,2.9990722314696243e-41,0,Norad,0.274
5.100347922669527e-45,0.6990220108894751,0.769,0.498,1.2759540398142356e-40,0,Pnrc1,0.271
6.033427890019144e-45,0.6389961483443669,0.892,0.63,1.5093826552460894e-40,0,Klf9,0.262
4.378535639298826e-43,0.5726850839255608,0.868,0.627,1.0953782608833873e-38,0,Mbnl2,0.241
2.1049636324292787e-41,0.659778784942747,0.603,0.301,5.265987519248326e-37,0,Ctsb,0.302
2.830434306425625e-41,0.5291078779486966,0.993,0.938,7.080897504384986e-37,0,Malat1,0.05500000000000005
6.023413967621105e-41,0.9161774531036712,0.595,0.326,1.506877472279772e-36,0,Nfkbiz,0.26899999999999996
4.733395164069956e-40,0.7789207184114346,0.627,0.353,1.1841534681953809e-35,0,Hmcn1,0.274
5.617520946736992e-40,0.7675070459908212,0.738,0.489,1.4053352152451933e-35,0,Mat2a,0.249
9.676476446005562e-40,0.7050253149721971,0.682,0.417,2.4207641124972116e-35,0,Eid1,0.26500000000000007
4.5882518331179136e-39,0.5105326706030483,0.53,0.243,1.1478429610911084e-34,0,Fbn1,0.28700000000000003
1.4132390106535684e-38,0.887671239234072,0.677,0.42,3.535500032952032e-34,0,Gadd45b,0.25700000000000006
1.6152765638550043e-38,0.6360730466712329,0.819,0.526,4.040937379796064e-34,0,Akap12,0.2929999999999999
2.1166304107471134e-38,0.6319763565323946,0.743,0.47,5.2951742985660535e-34,0,Ubl3,0.273
4.732379197795457e-38,0.8560719573147596,0.512,0.261,1.1838993039124896e-33,0,Rap2a,0.251
1.14012365873769e-37,0.6157132929310076,0.736,0.456,2.8522473570640794e-33,0,Zeb2,0.27999999999999997
1.692013029373789e-37,0.6697893111376931,0.571,0.305,4.232908995584408e-33,0,Thbs1,0.26599999999999996
2.4771553722548272e-37,0.615583952765067,0.85,0.615,6.197099594769901e-33,0,Adamts1,0.235
2.719999532786953e-37,0.6785756320476704,0.637,0.364,6.804622831173119e-33,0,Lamp2,0.273
2.7423352170244567e-37,0.5535359424884072,0.914,0.681,6.860500012430083e-33,0,Ppp1r2,0.23299999999999998
4.076034956574342e-37,0.5075903409440023,0.925,0.664,1.0197016650862031e-32,0,Sparcl1,0.261
1.072886072157913e-36,0.6134145657398228,0.837,0.557,2.684039086717451e-32,0,Cemip2,0.2799999999999999
5.908484305926927e-35,0.5716866961293864,0.783,0.522,1.4781255188137393e-30,0,Dpysl2,0.261
1.730814084642618e-34,0.5170105851207598,0.935,0.705,4.329977595550437e-30,0,Hpgd,0.2300000000000001
4.960044541577972e-34,0.8443886707674256,0.574,0.332,1.2408543429665613e-29,0,Gm13889,0.24199999999999994
8.739701294844391e-34,0.7347184437998951,0.575,0.326,2.1864110729312215e-29,0,Tns3,0.24899999999999994
6.952541784498535e-33,0.6479535978656296,0.627,0.38,1.7393173782279983e-28,0,Nisch,0.247
2.6901818066934414e-32,0.6670394693907075,0.565,0.317,6.730027825804983e-28,0,Nenf,0.24799999999999994
3.8828851099885614e-32,0.689551083755606,0.575,0.332,9.713813679658384e-28,0,Nfia,0.24299999999999994
2.1595109645564245e-31,0.6097486428152495,0.654,0.408,5.402448580030807e-27,0,Ifngr1,0.24600000000000005
9.279980358393423e-31,0.5893831949751617,0.834,0.631,2.3215726862592826e-26,0,Fosb,0.20299999999999996
7.360647670218234e-30,0.797466097089353,0.543,0.322,1.8414132276584957e-25,0,Neat1,0.22100000000000003
5.491989739437755e-28,0.5423545302737557,0.723,0.483,1.3739310731151432e-23,0,Ccnl1,0.24
7.881435167780753e-28,0.5643951891312592,0.684,0.436,1.971698635923711e-23,0,Golm2,0.24800000000000005
8.86995345478437e-27,0.5127501047258092,0.823,0.608,2.2189962557834056e-22,0,Atf3,0.21499999999999997
1.5499551062040403e-26,0.5844023082558518,0.639,0.397,3.8775226891906477e-22,0,Slc6a6,0.242
6.963567947515791e-26,0.5433594890170097,0.598,0.361,1.7420757934300256e-21,0,Dbi,0.237
7.323936994302644e-25,0.5033485332165014,0.882,0.695,1.8322293178646925e-20,0,Zfp36,0.18700000000000006
7.565370014415143e-25,0.5199497867948101,0.709,0.48,1.892628616506236e-20,0,Vegfa,0.22899999999999998
1.5336917747862003e-24,0.5558624337428976,0.585,0.362,3.836836712982637e-20,0,Ecm1,0.22299999999999998
4.343222516206054e-24,0.5057455484388788,0.695,0.487,1.0865439768792684e-19,0,Nap1l1,0.20799999999999996
2.8159125457095735e-23,0.5819804268912245,0.543,0.335,7.04456841560164e-19,0,Irf2bp2,0.20800000000000002
4.085094848033786e-23,0.5137675414793642,0.644,0.421,1.0219681781326123e-18,0,Tmcc3,0.22300000000000003
1.3381637962914436e-22,0.5025363229017146,0.644,0.431,3.3476843691823045e-18,0,Pura,0.21300000000000002
7.314391843622273e-22,0.5392533649874716,0.588,0.389,1.829841407518984e-17,0,Kctd10,0.19899999999999995
1.822541079151146e-21,0.5990400396682016,0.501,0.311,4.559451017712422e-17,0,Kif1b,0.19
4.632025792197458e-20,0.5752071831897307,0.66,0.476,1.158793892434038e-15,0,Nr4a1,0.18400000000000005
6.301341250238871e-20,0.5494960559152299,0.549,0.359,1.5764065405722584e-15,0,Syne1,0.19000000000000006
9.99427600048619e-19,0.5191562138436898,0.554,0.364,2.5002680270416303e-14,0,Nckap5,0.19000000000000006
6.703146179410065e-18,0.5356409529767753,0.539,0.355,1.676926079703016e-13,0,Npr3,0.18400000000000005
1.715746111183938e-17,0.5108370845470348,0.544,0.363,4.292282046348858e-13,0,Hoxa5,0.18100000000000005
0,4.607475903255414,0.95,0.036,0,1,Cox4i2,0.9139999999999999
0,4.28443876739343,0.966,0.047,0,1,Postn,0.9189999999999999
0,4.0994199134545255,0.89,0.02,0,1,Higd1b,0.87
0,4.0580326751643225,0.974,0.137,0,1,Gucy1a1,0.837
0,3.863168848442216,0.959,0.093,0,1,Gucy1b1,0.866
0,3.8596218627546914,0.877,0.024,0,1,Ndufa4l2,0.853
0,3.68592511457385,0.974,0.236,0,1,Pdzd2,0.738
0,3.5265451119797833,0.866,0.047,0,1,Pdgfrb,0.819
0,3.485887934748555,0.97,0.168,0,1,Pde5a,0.8019999999999999
0,3.341244051760069,0.772,0.014,0,1,Notch3,0.758
0,3.3091079247964448,0.681,0.011,0,1,Pcdh18,0.67
0,2.9325657815589015,0.591,0.019,0,1,Gap43,0.572
0,2.920986773845349,0.591,0.016,0,1,Kcnk3,0.575
0,2.911188935496268,0.621,0.023,0,1,Lipg,0.598
2.7689436730001583e-265,2.887158695284042,0.662,0.064,6.927066386744496e-261,1,Cdkn1c,0.5980000000000001
1.7440570890746442e-211,1.9713041199578574,0.959,0.404,4.363107619738037e-207,1,Crim1,0.5549999999999999
1.8115829651615587e-201,2.019229616383162,0.925,0.365,4.5320371039446715e-197,1,Mfge8,0.56
1.0986225177181688e-200,2.0846365909546414,0.72,0.125,2.748423952575543e-196,1,Ltbp2,0.595
2.6555573879417742e-180,1.7443359478177496,0.944,0.403,6.643407917413936e-176,1,Lhfp,0.5409999999999999
3.8440364409251476e-168,1.244918946546476,0.996,0.72,9.616625964262441e-164,1,Fermt2,0.276
2.8017989124070235e-164,1.3343867092733306,0.998,0.699,7.009260339168651e-160,1,Itga1,0.29900000000000004
2.5342376919014063e-159,2.0175778411358363,0.688,0.162,6.3399024338297485e-155,1,Adgrg6,0.5259999999999999
8.311871221186225e-153,1.80807873197171,0.756,0.209,2.079380823404158e-148,1,Hbegf,0.547
2.7204560654669224e-146,1.7840001763549371,0.541,0.087,6.805764938978599e-142,1,Pdgfa,0.45400000000000007
1.902896434974272e-139,2.0113869426395645,0.517,0.088,4.760476011375136e-135,1,Tbx5,0.42900000000000005
1.7477401360690813e-117,1.6777162506023648,0.502,0.097,4.372321498404021e-113,1,Ttll7,0.405
4.258011876659917e-117,1.3946500681579619,0.832,0.353,1.0652268311840115e-112,1,Pten,0.479
6.232140722999724e-113,1.2754450068371934,0.604,0.148,1.5590946446728411e-108,1,Des,0.45599999999999996
1.5314355749076317e-112,1.331714658360562,0.882,0.439,3.831192377746422e-108,1,Mcam,0.443
4.7429784748531513e-110,1.4930649014503852,0.597,0.151,1.186550925054013e-105,1,Ifitm1,0.44599999999999995
8.250390325116987e-110,1.4280000379957096,0.761,0.289,2.0640001476345167e-105,1,Dgkh,0.47200000000000003
5.3258219595450094e-107,1.2641920042289665,0.862,0.428,1.332360879619375e-102,1,Epb41l2,0.434
2.1556443045664565e-106,1.083366469285209,0.983,0.646,5.3927753567339044e-102,1,Col4a2,0.33699999999999997
2.4487934037550137e-98,1.480760527901973,0.571,0.157,6.126146458173918e-94,1,Gjc1,0.4139999999999999
4.494206969445814e-97,1.5561678163995225,0.584,0.173,1.1243157575462593e-92,1,Dipk2a,0.411
4.196333334419709e-96,0.9036825718449986,0.998,0.785,1.0497967102717785e-91,1,Col4a1,0.21299999999999997
1.7141372991217705e-94,0.8035015566946728,0.993,0.786,4.2882572812129336e-90,1,App,0.20699999999999996
2.0381577490178078e-94,1.2721008457438854,0.853,0.389,5.09885924071785e-90,1,Ppp1r14a,0.46399999999999997
1.4101382228583642e-93,1.2901606090585236,0.754,0.317,3.52774279212477e-89,1,Zfhx3,0.437
1.876038441672037e-93,1.3628229096659061,0.61,0.177,4.693285369530935e-89,1,Ebf1,0.433
2.778817570611446e-86,1.1581164653698857,0.823,0.377,6.951767916398654e-82,1,Tbx2,0.44599999999999995
1.5503995784269423e-85,0.8124554938264632,0.994,0.814,3.8786346253506816e-81,1,Epas1,0.18000000000000005
2.858518285558739e-84,1.001647618129997,0.91,0.501,7.151155194982298e-80,1,Cbfa2t3,0.40900000000000003
3.6244830896373727e-81,0.77703545248565,0.987,0.779,9.067369345345815e-77,1,Adgrf5,0.20799999999999996
1.1595444772425186e-80,1.0938251582874892,0.856,0.442,2.9008324187176086e-76,1,Nes,0.414
5.327156195570098e-80,1.1053363597580588,0.849,0.451,1.3326946654457715e-75,1,Zeb2,0.39799999999999996
7.554652613910821e-80,1.0703881237997586,0.841,0.425,1.8899474444220701e-75,1,Mapt,0.416
3.1295566174122906e-78,1.379472946964483,0.549,0.178,7.829211789780327e-74,1,Btbd3,0.37100000000000005
3.545034374720139e-78,0.9679427909470485,0.963,0.615,8.868612495237372e-74,1,Slfn5,0.348
1.5138247336379378e-77,0.8655975218749374,0.974,0.673,3.787135336142029e-73,1,Flt1,0.30099999999999993
5.603954091871095e-76,0.8330676643419381,0.963,0.689,1.401941195163392e-71,1,Clec2d,0.274
7.80873681470159e-76,1.374229098695169,0.588,0.215,1.9535116889338965e-71,1,Filip1l,0.373
1.3806878636039637e-75,0.9894238232056982,0.866,0.46,3.454066828378036e-71,1,Nostrin,0.40599999999999997
2.9003192222091048e-75,1.2995871382459183,0.703,0.308,7.255728598200517e-71,1,F2r,0.39499999999999996
7.659241095218236e-73,1.286316187347838,0.534,0.175,1.9161123447907462e-68,1,Dyrk2,0.35900000000000004
9.84738556350023e-72,1.1997317657731,0.502,0.149,2.4635204464208525e-67,1,Rgcc,0.353
4.183376233946128e-70,1.068805424850867,0.757,0.369,1.0465552324463028e-65,1,Eva1b,0.388
3.3119613764449037e-69,1.072179235398457,0.785,0.397,8.285533775452216e-65,1,Pde3a,0.388
9.143243844782761e-68,1.0729228238259048,0.771,0.372,2.2873653126493035e-63,1,9930111J21Rik2,0.399
1.2486406603962947e-67,1.2112380331901669,0.621,0.251,3.1237243401134106e-63,1,Cadm1,0.37
1.2125342545628426e-66,0.6990757253753226,0.985,0.779,3.0333969446398633e-62,1,Cdh5,0.20599999999999996
4.079530161532924e-66,0.812325846626153,0.959,0.66,1.0205760605106916e-61,1,Adgre5,0.29899999999999993
5.606508695101577e-66,0.7548476817069667,0.983,0.748,1.4025802802535616e-61,1,Ptprb,0.235
2.8421166807943543e-65,0.9451109150351987,0.879,0.499,7.110123300343236e-61,1,Snrk,0.38
6.228993441153199e-65,0.8053342079791326,0.957,0.639,1.5583072891732958e-60,1,Dlc1,0.31799999999999995
2.3872523416541958e-64,0.8897589266616385,0.89,0.53,5.972189183116301e-60,1,Arap2,0.36
2.1720227972060294e-62,1.2454173576437177,0.502,0.175,5.4337494317703236e-58,1,Sdc3,0.327
5.747022980512369e-62,1.0337531612419104,0.657,0.288,1.4377327390347792e-57,1,Csnk1e,0.36900000000000005
1.616468769132387e-61,0.7342814796611273,0.979,0.7,4.043919919738493e-57,1,Slc9a3r2,0.279
2.713105143887903e-61,0.8494737480534443,0.888,0.527,6.787375138464368e-57,1,Itpripl2,0.361
3.523984483650663e-61,0.8841481796609165,0.847,0.496,8.815951982748864e-57,1,Rhoj,0.351
2.6046005959379337e-60,0.617380201558464,0.998,0.883,6.515929310857928e-56,1,Sptbn1,0.11499999999999999
5.946978882946675e-60,0.8068298388491525,0.937,0.63,1.4877557071467696e-55,1,Pitpnc1,0.30700000000000005
8.855153362576316e-60,0.7465833745942001,0.976,0.7,2.215293716715717e-55,1,Ace,0.276
1.862922084291807e-59,0.7289609216785178,0.987,0.754,4.660472178272813e-55,1,Bmpr2,0.23299999999999998
7.460525282497285e-59,0.7126746785193501,0.979,0.738,1.866399609922346e-54,1,Ehd4,0.241
1.1829112109586904e-58,0.785982327953956,0.946,0.638,2.9592889764553554e-54,1,Klf7,0.30799999999999994
1.9220881151694487e-58,0.7370911082441514,0.97,0.693,4.8084878377194095e-54,1,Slco2a1,0.277
3.650718286513868e-58,0.7746625414402624,0.927,0.596,9.133001937371743e-54,1,Klhl5,0.33100000000000007
1.2182232327649385e-56,0.9565475733202792,0.713,0.354,3.0476290614080467e-52,1,Utrn,0.359
8.345089522686268e-56,0.7693985732198956,0.922,0.597,2.0876910458904236e-51,1,Tjp1,0.32500000000000007
1.1430641606326977e-55,1.0865709596675228,0.575,0.243,2.85960361065482e-51,1,Septin11,0.33199999999999996
1.2593818059805899e-55,0.704007590399879,0.972,0.741,3.1505954640216415e-51,1,Tspan7,0.23099999999999998
1.3032832033489458e-54,0.7548131201374565,0.95,0.658,3.2604235898180577e-50,1,BC028528,0.2919999999999999
2.3427542818213826e-54,0.6585776529864318,0.981,0.751,5.860868386832552e-50,1,Crip2,0.22999999999999998
3.054098667695021e-54,0.732718075236893,0.965,0.67,7.640438636972634e-50,1,Clec14a,0.29499999999999993
3.143833449378489e-54,1.0683422793488004,0.545,0.221,7.864928140310166e-50,1,Gnb4,0.32400000000000007
1.0816869761838193e-53,0.7106074014866981,0.978,0.723,2.7060563083190608e-49,1,Eng,0.255
1.7038400796007444e-53,0.7744315076482807,0.94,0.648,4.262496727137182e-49,1,Clic5,0.2919999999999999
4.745187138986184e-53,0.6533836228323255,0.978,0.726,1.1871034665601737e-48,1,Acvrl1,0.252
8.299638709222251e-53,0.6863330472457259,0.974,0.738,2.0763206158861308e-48,1,Marcks,0.236
1.033027837512136e-52,0.7826835787285952,0.804,0.434,2.5843257411041108e-48,1,Lims1,0.37000000000000005
2.9919976682233522e-52,0.7345896074248718,0.922,0.602,7.48508056659436e-48,1,Ets1,0.32000000000000006
